QUESTION	ANSWER	SOURCE	CATEGORY	
Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге_Основания для отказа в приеме документов	"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
-непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
-непредставление заявителем (представителем) согласия на обработку персональных данных совершеннолетних членов семьи, не являющихся заявителем (представителем).
"	< ID_Вопроса_в_БД: 962 > Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге	социальная помощь, гсп	
Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге_Основанием для отказа в предоставлении государственной услуги является	предоставленные заявителем неполных и(или) недостоверных сведений о составе семьи, доходах и принадлежащем ему (его семье) имуществе на праве собственности.	< ID_Вопроса_в_БД: 963 > Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге	социальная помощь, гсп	
Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге_Результат предоставления государственной услуги	"1. принятие решения администрацией района о предоставлении ГСП (о прекращении предоставления ГСП) либо об отказе в предоставлении ГСП;
2. перечисление денежных средств на счет заявителя."	< ID_Вопроса_в_БД: 964 > Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге	социальная помощь, гсп	
Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге_Срок предоставления государственной услуги:	 не более 35 рабочих дней со дня подачи заявления.	< ID_Вопроса_в_БД: 965 > Предоставление государственной социальной помощи малоимущим семьям и малоимущим одиноко проживающим гражданам в Санкт-Петербурге	социальная помощь, гсп	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Кто является заявителем?	"Предоставляется членам семьи умершего кормильца (детям, супругу (супруге), родителям), если они состояли на его иждивении.
"	< ID_Вопроса_в_БД: 966 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Кто является иждивенцами?	"Иждивенцами признаются:
- дети в возрасте до 18 лет умершего кормильца;
- члены семьи умершего кормильца, если они находились на его полном содержании или получали от него помощь, которая была для них постоянным и основным источником средств к существованию."	< ID_Вопроса_в_БД: 967 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Какие документы удостоверяют личность?	паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период его замены	< ID_Вопроса_в_БД: 968 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Какие документы предоставить при обращении представителя?	"(вместе с паспортом или нотариально заверенной копией паспорта получателя услуги)
документ, удостоверяющий личность представителя (законного представителя):
-паспорт гражданина Российской Федерации или временное удостоверение личности, выданное на период его замены;
-паспорт иностранного гражданина с нотариально удостоверенным переводом и вид на жительство;
-удостоверение беженца. документ, подтверждающий право законного представителя выступать от имени заявителя:
- свидетельство о рождении;
- решение органа опеки и попечительства об установлении опеки или попечительства в отношении граждан, находящихся по опекой или попечительством либо помещенных под надзор в образовательные организации, медицинские организации, организации, оказывающие социальные услуги, или иные организации, в том числе для детей-сирот и детей, оставшихся без попечения родителей)
- акт органа исполнительной власти субъекта Российской Федерации о назначении руководителем организации для детей сирот и детей, оставшихся без попечения родителей (для государственных организаций);
- акт учредителя о назначении руководителем организации для детей-сирот и детей оставшихся без попечения родителей (для негосударственных организациях). ИЛИ
- доверенность, оформленная в соответствии с действующим законодательством РФ. При предоставлении доверенности, удостоверенной нотариально либо в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ, в которой содержатся сведения о реквизитах документа, удостоверяющего личность заявителя, предоставление подлинника документа, удостоверяющего личность заявителя, либо его нотариально удостоверенной копии, не требуется
или
-доверенность в простой письменной форме вместе с паспортом или нотариально заверенной копией паспорта получателя услуги."	< ID_Вопроса_в_БД: 969 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Какие дополнительно документы должен предоставить заявитель?	"1Документы, подтверждающие состав семьи, степень родства и (или) свойства членов семьи:
Перечень документов
 Свидетельство о рождении ребенка (детей), выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.
 Решение суда об усыновлении ребенка (детей) или свидетельство об усыновлении, если данные ребенка (детей) в свидетельстве о рождении при усыновлении (удочерении) не были изменены.
 Акт об установлении над ребенком (детьми) опеки или попечительства, если заявитель является опекуном (попечителем) ребенка (детей), выданный  компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.

 Свидетельство о заключении брака, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.

 Свидетельство о расторжении брака, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.

Свидетельство о смерти члена семьи заявителя, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.

 Решение суда о лишении родительских прав.

 Справка органов внутренних дел о лице, местонахождение которого неизвестно.

 Согласие на обработку персональных данных совершеннолетних членов семьи. 2 Документы, подтверждающие сведения о доходах заявителя и каждого члена семьи заявителя, полученных за три последних календарных месяца, предшествующих месяцу, в котором возникла кризисная жизненная ситуация 
И
Документы, подтверждающие сведения о доходах заявителя и каждого члена семьи заявителя, полученных за три последних календарных месяца, предшествующих месяцу подачи заявления о предоставлении экстренной социальной помощи.
Сканируются в электронное дело.

Виды доходов семьи, учитываемые при исчислении совокупного дохода семьи для оказания экстренной социальной помощи.

- документы о доходах сотрудников учреждений и органов уголовно-исполнительной системы РФ, органов федеральной службы безопасности, органов государственной охраны, органов внутренних дел РФ и других органов, в которых законодательством РФ предусмотрено прохождение федеральной государственной службы, связанной с правоохранительной деятельностью (за исключением военнослужащих, сотрудников войск национальной гвардии Российской Федерации, органов принудительного исполнения Российской Федерации, таможенных органов РФ, Главного управления специальных программ Президента РФ);

- документы о размере пенсии, получаемой лицами, проходящими (проходившими) военную службу, службу в учреждениях и органах уголовно-исполнительной системы РФ, органах федеральной службы безопасности, органах государственной охраны, органах внутренних дел РФ, таможенных органах РФ, войсках национальной гвардии РФ, органах принудительного исполнения Российской Федерации, Главном управлении специальных программ Президента РФ;

- документы о размере стипендии, выплачиваемой лицам, обучающимся в профессиональных образовательных организациях и образовательных организациях высшего образования, аспирантам, обучающимся по очной форме по программам подготовки научно-педагогических кадров, докторантам образовательных организаций высшего образования и научных организаций и лицам, обучающимся в духовных образовательных организациях, а также о размерах компенсационных выплат указанным категориям граждан в период их нахождения в академическом отпуске по медицинским показаниям. 3. Документы, содержащие сведения о принадлежащем заявителю (членам его семьи) имуществе на праве собственности:
-если сведения отсутствуют в Едином государственном реестре недвижимости;
-документы о государственной регистрации транспортного средства, самоходной машины и других видов техники, выданные компетентными органами иностранного государства, и их нотариально удостоверенный перевод на русский язык. 4. Решение суда об установлении места жительства в Санкт-Петербурге 5. Свидетельство о смерти кормильца, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык. 6. Справка об обучении по очной форме обучения из негосударственных образовательный организаций Российской Федерации, реализующих образовательные программы общего, среднего профессионального и высшего образования, а также из образовательных учреждений об обучении по очной  форме обучения в образовательных учреждениях, расположенных за пределами территории Российской Федерации (для ребенка (детей) умершего в возрасте от 18 до 23 лет).

Направление на обучение в соответствии с международными договорами Российской Федерации (для лиц, обучающихся в иностранных образовательных учреждениях, расположенных за пределами территории Российской Федерации).
Справка об обучении по очной форме обучения из негосударственных образовательный организаций Российской Федерации, реализующих образовательные программы общего, среднего профессионального и высшего образования, а также из образовательных учреждений об обучении по очной  форме обучения в образовательных учреждениях, расположенных за пределами территории Российской Федерации (для ребенка (детей) умершего в возрасте от 18 до 23 лет).

9.1. Направление на обучение в соответствии с международными договорами Российской Федерации (для лиц, обучающихся в иностранных образовательных учреждениях, расположенных за пределами территории Российской Федерации).
  Выписка из акта освидетельствования, выданная службой медико-социальной экспертизы о признании инвалидом с детства (для ребенка (детей) старше 18 лет умершего кормильца).  Выписка из акта освидетельствования, выданная службой медико-социальной экспертизы о признании инвалидом (для родителей и супруга (супруги) умершего кормильца). Документы, подтверждающие нахождение члена семьи на иждивении умершего кормильца:
Перечень документов
- документы, подтверждающие сведения о доходах умершего кормильца, полученных им за три последних календарных месяца, предшествующих его смерти;
.
- трудовая книжка, копия трудовой книжки и (или) сведений о трудовой деятельности на бумажном носителе, заверенные надлежащим образом– для неработающих членов семьи трудоспособного возраста и пенсионеров;

или
- решение суда об установлении факта нахождения на иждивении."	< ID_Вопроса_в_БД: 970 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Основания для отказа в приеме документов, необходимых для предоставления государственной услуги:	"отказ заявителя от подачи документов;
- непредставление заявителем согласия на обработку персональных данных лица, не являющегося заявителем,
в случае если для предоставления государственной услуги необходима обработка персональных данных лица, не являющегося заявителем.
"	< ID_Вопроса_в_БД: 971 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Основания для отказа в предоставлении государственной услуги	"представление заявителем неполных и(или) недостоверных сведений, обязанность представления которых возложена на заявителя;
- отсутствие у заявителя места жительства в Санкт-Петербурге;
- отсутствие у заявителя кризисной жизненной ситуации;
- наличие ранее принятого решения администрации района или Комитета о предоставлении экстренной социальной помощи заявителю по основаниям, изложенным в заявлении;
- несоблюдение срока подачи заявления, которое может быть подано в течение шести месяцев с месяца, следующего за месяцем, в котором наступили обстоятельства, являющиеся основанием для предоставления экстренной социальной помощи."	< ID_Вопроса_в_БД: 972 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Результат предоставления государственной услуги	"1. Издание распоряжения Администрации об оказании ЭСП в виде денежных средств (в размере до 100 тыс. руб.);
2. Принятие решения об отказе в оказании ЭСП;
3. Направление документов, представленных заявителем, в Комитет для рассмотрения вопроса об оказании ЭСП свыше 100 тыс. руб.;
4. Информирование заявителя о принятом решении.
"	< ID_Вопроса_в_БД: 973 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Срок предоставления государственной услуги	не более 49 рабочих дней со дня подачи заявления со всеми необходимыми для предоставления государственной услуги документами.	< ID_Вопроса_в_БД: 974 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь Потери кормильца	
"Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга
(в случаях необходимости использования дорогостоящих видов медицинских услуг по жизненным показаниям или необходимости применения дорогостоящих лекарственных препаратов)_Когда предоставляется ?"	Предоставляется в случаях невозможности предоставления дорогостоящих видов медицинских услуг или дорогостоящих лекарственных препаратов бесплатно в рамках программы государственных гарантий обеспечения бесплатного оказания гражданам Российской Федерации медицинской помощи, а также невозможности направления на лечение за счет средств федерального бюджета или бюджета Санкт-Петербурга.	"< ID_Вопроса_в_БД: 975 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга
(в случаях необходимости использования дорогостоящих видов медицинских услуг по жизненным показаниям или необходимости применения дорогостоящих лекарственных препаратов)"	Экстренная помощь лекарственных препаратов	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Какие документы удостоверяют личность?	паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период его замены	< ID_Вопроса_в_БД: 976 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь лекарственных препаратов	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Какие документы предоставить при обращении представителя?	"(вместе с паспортом или нотариально заверенной копией паспорта получателя услуги)
документ, удостоверяющий личность представителя (законного представителя):
-паспорт гражданина Российской Федерации или временное удостоверение личности, выданное на период его замены;
-паспорт иностранного гражданина с нотариально удостоверенным переводом и вид на жительство;
-удостоверение беженца. 
В электронное дело сканируются страницы паспорта гражданина РФ с персональными данными или временного удостоверения личности на весь период замены паспорта.
- документ, подтверждающий право законного представителя выступать от имени заявителя:
  свидетельство о рождении;
  решение органа опеки и попечительства об установлении опеки или попечительства (в отношении граждан, находящихся под опекой или попечительством либо помещенных под надзор в образовательные организации, медицинские организации, организации, оказывающие социальные услуги, или иные организации, в том числе для детей-сирот и детей, оставшихся без попечения родителей);
  акт органа исполнительной власти субъекта Российской Федерации о назначении руководителем организации для детей сирот и детей, оставшихся без попечения родителей (для государственных организаций);
  акт учредителя о назначении руководителем организации для детей-сирот и детей оставшихся без попечения родителей (для негосударственных организациях).

ИЛИ
- доверенность, оформленная в соответствии с действующим законодательством РФ. При предоставлении доверенности, удостоверенной нотариально либо в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ, в которой содержатся сведения о реквизитах документа, удостоверяющего личность заявителя, предоставление подлинника документа, удостоверяющего личность заявителя, либо его нотариально удостоверенной копии, не требуется
или
-доверенность в простой письменной форме вместе с паспортом или нотариально заверенной копией паспорта получателя услуги."	< ID_Вопроса_в_БД: 977 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь лекарственных препаратов	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Какие дополнительно документы должен предоставить заявитель?	"1. Документы, подтверждающие состав семьи, степень родства и (или) свойства членов семьи:
Свидетельство о рождении ребенка (детей), выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.
 Решение суда об усыновлении ребенка (детей) или свидетельство об усыновлении, если данные ребенка (детей) в свидетельстве о рождении при усыновлении (удочерении) не были изменены.
 Акт об установлении над ребенком (детьми) опеки или попечительства, если заявитель является опекуном (попечителем) ребенка (детей), выданный  компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.
 Свидетельство о заключении брака, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.
 Свидетельство о расторжении брака, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.
 Свидетельство о смерти члена семьи заявителя, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.
 Решение суда о лишении родительских прав.
 Справка органов внутренних дел о лице, местонахождение которого неизвестно. 2. Документы, подтверждающие сведения о доходах заявителя и каждого члена семьи заявителя, полученных за три последних календарных месяца, предшествующих месяцу, в котором возникла кризисная жизненная ситуация (кроме сведений, отражённых в АИС ЭСРН).

И
Документы, подтверждающие сведения о доходах заявителя и каждого члена семьи заявителя, полученных за три последних календарных месяца, предшествующих месяцу подачи заявления о предоставлении экстренной социальной помощи.  3. Документы, содержащие сведения о принадлежащем заявителю (членам его семьи) имуществе на праве собственности:
-если сведения отсутствуют в Едином государственном реестре недвижимости;
-документы о государственной регистрации транспортного средства, самоходной машины и других видов техники, выданные компетентными органами иностранного государства, и их нотариально удостоверенный перевод на русский язык. 4. Решение суда об установлении места жительства в Санкт-Петербурге. 5. Выписка из истории болезни о прохождении стационарного лечения или справка из медицинского учреждения о прохождении амбулаторного лечения с указанием необходимости применения дорогостоящих видов медицинских услуг по жизненным показаниям или необходимости применения дорогостоящих лекарственных препаратов. 6. Документы, подтверждающие произведенные расходы или стоимость затрат на лечение (договор об оказании платных услуг, товарные и (или) кассовые чеки, счета на оплату предстоящих расходов)."	< ID_Вопроса_в_БД: 978 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь лекарственных препаратов	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Основания для отказа в приеме документов	"отказ заявителя от подачи документов;
- непредставление заявителем согласия на обработку персональных данных лица, не являющегося заявителем,
в случае если для предоставления государственной услуги необходима обработка персональных данных лица, не являющегося заявителем."	< ID_Вопроса_в_БД: 979 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь лекарственных препаратов	
Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга_Основания для отказа в предоставлении государственной услуги	"представление заявителем неполных и(или) недостоверных сведений, обязанность представления которых возложена на заявителя;
- отсутствие у заявителя места жительства в Санкт-Петербурге;
- отсутствие у заявителя кризисной жизненной ситуации;
- наличие ранее принятого решения администрации района или Комитета о предоставлении экстренной социальной помощи заявителю по основаниям, изложенным в заявлении;
- несоблюдение срока подачи заявления, которое может быть подано в течение шести месяцев с месяца, следующего за месяцем, в котором наступили обстоятельства, являющиеся основанием для предоставления экстренной социальной помощи."	< ID_Вопроса_в_БД: 980 > Предоставлять экстренную социальную помощь гражданам, находящимся в кризисной жизненной ситуации, в случаях, установленных Правительством Санкт-Петербурга	Экстренная помощь лекарственных препаратов	
